YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,STNDVERT,LPVERT,LANE,SPRINT,BENCH,BAR,PBHGT,PDHGT,Unnamed: 0,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
2012.0,"Barnes, Harrison",SF-SG,79.0,227.8,25.7,0.096,83.25,101.5,38.0,39.5,10.93,3.16,15.0,105.4%,139.5,141.0,594.0,81.0,25.4,9.2,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,1.2,0.6,0.2,1.3,1.0
2012.0,"Barton, Will",SG-SF,77.0,174.4,20.7,0.041,81.75,102.5,30.0,34.0,12.5,3.6,0.0,106.2%,132.5,136.5,614.0,73.0,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.8,0.5,0.1,0.8,1.0
2012.0,"Beal, Bradley",SG,75.25,201.8,25.1,0.06,80.0,100.0,33.0,39.0,10.95,3.28,8.0,106.3%,133.0,139.0,586.0,56.0,31.2,13.9,5.0,12.3,41.0,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3.0,3.8,2.4,0.9,0.5,1.6,1.0
2012.0,"Crowder, Jae",SF,76.75,241.2,28.8,0.09,81.25,99.5,31.0,34.5,11.45,3.37,20.0,105.9%,130.5,134.0,601.0,78.0,17.3,5.0,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.0
2012.0,"Davis, Anthony",PF-C,81.25,221.8,23.6,0.079,89.5,108.0,29.7,34.4,11.475999999999999,3.306,9.4,110.2%,135.6,140.3,588.0,64.0,28.8,13.5,5.5,10.6,51.6,0.0,0.1,0.0,2.6,3.5,75.1,2.6,5.6,8.2,1.0,1.2,1.8,1.4,1.0
2012.0,"Drummond, Andre",C,81.75,278.6,29.3,0.075,90.25,109.5,31.5,33.5,10.83,3.39,10.0,110.4%,141.0,143.0,597.0,60.0,20.7,7.9,3.5,5.7,60.8,0.0,0.0,50.0,1.0,2.7,37.1,2.8,4.8,7.6,0.5,1.0,1.6,0.9,1.0
2012.0,"English, Kim",SG,76.5,192.0,23.1,0.043,78.5,98.0,29.0,36.5,10.59,3.33,4.8,102.6%,127.0,134.5,619.0,41.0,9.9,2.9,1.0,2.7,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.4,0.1,0.5,0.0
2012.0,"Green, Draymond",PF-SF,77.75,235.6,27.4,0.113,85.25,105.0,28.0,33.0,11.01,3.4,9.0,109.6%,133.0,138.0,608.0,79.0,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.5,0.3,0.7,1.0
2012.0,"Harkless, Maurice",SF,79.25,206.6,23.1,0.053,84.0,102.5,32.5,37.0,10.87,3.25,5.0,106.0%,135.0,139.5,592.0,76.0,26.0,8.2,3.4,7.4,46.1,0.4,1.5,27.4,1.0,1.7,57.0,1.6,2.8,4.4,0.7,1.2,0.8,0.9,1.0
2012.0,"Henson, John",PF,81.0,216.0,23.1,0.086,89.0,112.0,25.5,30.0,11.624,3.316,5.0,109.9%,137.5,142.0,610.0,63.0,13.1,6.0,2.6,5.3,48.2,0.0,0.0,0.0,0.9,1.7,53.3,1.8,2.9,4.7,0.5,0.3,0.7,0.8,1.0
2012.0,"Hummel, Robbie",SF,79.25,218.0,24.4,0.094,80.5,102.0,27.5,30.0,11.56,3.41,13.0,101.6%,129.5,132.0,437.0,53.0,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0.0,0.2,0.0
2012.0,"James, Bernard",PF,80.75,229.8,24.8,0.05,87.0,108.5,30.0,32.5,11.84,3.4,6.0,107.7%,138.5,141.0,618.0,46.0,9.9,2.8,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,2.8,0.1,0.3,0.8,0.4,0.0
2012.0,"Jenkins, John",SG,75.25,212.0,26.3,0.071,80.5,98.0,30.5,36.5,11.36,3.37,10.0,107.0%,128.5,134.5,606.0,61.0,14.8,6.1,2.1,4.8,44.6,0.9,2.3,38.4,1.0,1.1,84.3,0.3,1.3,1.5,0.9,0.2,0.2,0.7,1.0
2012.0,"Johnson, Orlando",SG,75.75,223.8,27.4,0.07,83.25,99.0,32.0,39.5,10.98,3.25,13.0,109.9%,131.0,138.5,615.0,51.0,12.1,4.0,1.4,3.5,40.0,0.7,1.8,38.3,0.5,0.6,71.9,0.4,1.8,2.2,0.9,0.2,0.2,0.6,0.0
2012.0,"Kidd-Gilchrist, Michael",SF,77.75,232.8,27.1,0.07,84.0,104.5,32.0,35.5,11.77,3.18,6.0,108.0%,136.5,140.0,593.0,78.0,26.0,9.0,3.6,7.9,45.8,0.0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,1.5,0.7,0.9,1.3,1.0
2012.0,"Lamb, Doron",SG-PG,75.25,199.4,24.8,0.067,78.75,98.5,29.0,33.5,11.12,3.41,2.0,104.7%,127.5,132.0,613.0,47.0,12.3,3.3,1.3,3.5,36.8,0.3,0.8,37.8,0.4,0.7,58.8,0.2,0.8,1.0,0.7,0.3,0.0,0.6,0.0
2012.0,"Lamb, Jeremy",SG,76.0,179.2,21.8,0.045,83.0,102.0,31.5,38.0,10.98,3.25,5.0,109.2%,133.5,140.0,625.0,23.0,6.4,3.1,1.0,3.0,35.3,0.4,1.3,30.0,0.6,0.6,100.0,0.2,0.6,0.8,0.2,0.1,0.1,0.3,1.0
2012.0,"Leonard, Meyers",C,83.75,249.8,25.0,0.057,87.0,108.0,30.0,32.5,11.34,3.41,19.0,103.9%,138.0,140.5,599.0,69.0,17.5,5.5,2.2,4.0,54.5,0.0,0.1,42.9,1.0,1.3,80.9,1.2,2.5,3.7,0.5,0.2,0.6,0.7,1.0
2012.0,"Lillard, Damian",PG,73.75,188.8,24.4,0.059,79.75,95.5,34.5,39.5,11.15,3.34,13.0,108.1%,130.0,135.0,585.0,82.0,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,0.5,2.6,3.1,6.5,0.9,0.2,3.0,1.0
2012.0,"Marshall, Kendall",PG,75.25,198.4,24.6,0.078,77.5,96.0,31.0,37.0,12.03,3.23,2.6,103.0%,127.0,133.0,607.0,48.0,14.6,3.0,1.2,3.1,37.1,0.5,1.5,31.5,0.2,0.3,57.1,0.1,0.8,0.9,3.0,0.5,0.1,1.2,0.0
2012.0,"Miller, Darius",SF-SG,78.0,233.4,27.0,0.075,81.0,101.0,33.0,37.0,11.34,3.31,14.0,103.8%,134.0,138.0,609.0,52.0,13.3,2.3,0.8,2.1,40.7,0.4,1.1,39.3,0.2,0.2,100.0,0.2,1.3,1.5,0.8,0.3,0.2,0.4,0.0
2012.0,"Moultrie, Arnett",PF,81.5,232.8,24.6,0.077,86.25,106.5,33.5,37.5,11.32,3.22,10.0,105.8%,140.0,144.0,616.0,47.0,11.5,3.7,1.7,2.9,58.2,0.0,0.0,0.0,0.4,0.6,64.3,1.6,1.5,3.1,0.2,0.4,0.2,0.4,0.0
2012.0,"O'Quinn, Kyle",PF,80.5,240.8,26.1,0.08,88.75,106.5,31.5,31.5,11.65,3.53,12.2,110.2%,138.0,138.0,617.0,57.0,11.2,4.1,1.8,3.5,51.3,0.0,0.0,0.0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.2,0.5,0.7,1.0
2012.0,"Rivers, Austin",SG-PG,75.5,202.8,25.0,0.062,79.25,96.5,32.5,37.5,11.54,3.32,1.0,105.0%,129.0,134.0,595.0,61.0,23.2,6.2,2.4,6.4,37.2,0.5,1.4,32.6,1.0,1.8,54.6,0.3,1.5,1.8,2.1,0.4,0.1,1.2,1.0
2012.0,"Robinson, Thomas",PF,79.75,244.2,27.0,0.05,87.25,106.0,28.5,35.5,11.96,3.17,15.0,109.4%,134.5,141.5,605.0,70.0,15.1,4.8,2.0,4.6,43.0,0.0,0.0,0.0,0.8,1.6,52.3,1.7,2.8,4.5,0.7,0.6,0.4,1.3,1.0
2012.0,"Ross, Terrence",SG-SF,78.0,196.6,22.7,0.032,79.25,100.5,31.0,37.5,11.78,3.28,2.0,101.6%,131.5,138.0,603.0,73.0,17.0,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2.0,0.7,0.6,0.2,0.7,1.0
2012.0,"Scott, Mike",PF,79.25,240.8,27.0,0.106,82.75,104.0,27.0,32.5,11.59,3.44,14.0,104.4%,131.0,136.5,621.0,40.0,9.4,4.6,1.8,3.7,47.6,0.0,0.0,0.0,1.1,1.4,76.8,1.0,1.8,2.8,0.3,0.1,0.1,0.5,1.0
2012.0,"Sullinger, Jared",PF,79.75,268.2,29.6,0.107,85.25,105.5,29.5,31.0,12.77,3.81,9.0,106.9%,135.0,136.5,598.0,45.0,19.8,6.0,2.5,5.0,49.3,0.0,0.1,20.0,1.0,1.4,74.6,2.0,3.8,5.9,0.8,0.5,0.5,0.6,0.0
2012.0,"Taylor, Jeff",SF-SG,78.0,212.8,24.6,0.042,78.25,101.5,33.5,40.0,10.87,3.29,15.0,100.3%,135.0,141.5,460.0,44.0,17.6,3.6,1.5,3.6,40.0,0.0,0.0,0.0,0.7,1.0,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,0.0
2012.0,"Taylor, Jeff",SF-SG,78.0,212.8,24.6,0.042,78.25,101.5,33.5,40.0,10.87,3.29,15.0,100.3%,135.0,141.5,461.0,77.0,19.6,6.1,2.2,5.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,0.0
2012.0,"Teague, Marquis",PG,73.0,179.8,23.7,0.063,79.25,96.5,32.5,40.5,10.65,3.19,8.0,108.6%,129.0,137.0,622.0,48.0,8.2,2.1,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,1.3,0.2,0.1,0.7,0.0
2012.0,"Thompson, Hollis",SF,78.75,206.0,23.4,0.06,81.5,102.5,28.5,36.5,11.72,3.38,6.0,103.5%,131.0,139.0,228.0,77.0,22.6,6.0,2.2,4.8,46.0,0.9,2.2,40.1,0.7,0.9,71.2,0.9,2.3,3.2,0.9,0.7,0.2,0.8,0.0
2012.0,"Waiters, Dion",SG,74.5,221.0,28.0,0.085,79.25,98.0,31.3,36.1,11.245999999999999,3.2399999999999998,9.8,106.4%,133.3,138.1,589.0,61.0,28.8,14.7,5.5,13.4,41.2,1.0,3.3,31.0,2.6,3.5,74.6,0.4,2.1,2.4,3.0,1.0,0.3,2.0,1.0
2012.0,"Wroten, Tony",PG,76.75,203.2,24.3,0.052,81.0,101.0,30.0,35.5,10.75,3.24,0.0,105.5%,131.0,136.5,623.0,35.0,7.8,2.6,0.9,2.5,38.4,0.1,0.5,25.0,0.6,0.8,72.4,0.4,0.4,0.8,1.2,0.2,0.1,0.8,0.0
2012.0,"Zeller, Tyler",PF-C,83.25,247.4,25.1,0.064,84.0,104.5,30.0,34.0,11.13,3.4,16.0,100.9%,134.5,138.5,591.0,77.0,26.4,7.9,3.2,7.3,43.8,0.0,0.1,0.0,1.6,2.0,76.4,2.1,3.6,5.7,1.2,0.5,0.9,1.2,1.0
2011.0,"Brooks, Marshon",SG,76.25,194.6,23.5,0.052,85.0,101.0,34.0,38.5,10.74,3.09,5.0,111.5%,135.0,139.5,627.0,56.0,29.4,12.6,4.9,11.4,42.8,0.8,2.7,31.3,2.0,2.6,76.4,1.3,2.3,3.6,2.3,0.9,0.3,2.1,0.0
2011.0,"Burks, Alec",SG,77.0,192.6,22.8,0.051,82.0,103.5,29.0,36.0,10.96,3.17,5.0,106.5%,132.5,139.5,645.0,59.0,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.0
2011.0,"Butler, Jimmy",SF,78.0,222.2,25.7,0.054,79.5,101.5,32.0,39.0,11.12,3.15,14.0,101.9%,133.5,140.5,664.0,42.0,8.5,2.6,0.8,1.9,40.5,0.0,0.3,18.2,1.0,1.3,76.8,0.5,0.8,1.3,0.3,0.3,0.1,0.3,1.0
2011.0,"Cole, Norris",PG,72.25,174.4,23.5,0.047,74.25,95.5,29.5,38.5,10.07,3.22,11.0,102.8%,125.0,134.0,640.0,65.0,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1.0
2011.0,"Faried, Kenneth",PF,78.0,224.6,26.0,0.063,84.0,108.0,30.5,35.0,11.35,3.26,16.0,107.7%,138.5,143.0,635.0,46.0,22.5,10.2,3.9,6.7,58.6,0.0,0.0,0.0,2.4,3.6,66.5,3.1,4.6,7.7,0.8,0.7,1.0,1.2,1.0
2011.0,"Goudelock, Andrew",PG,73.25,197.6,25.9,0.099,76.25,96.5,32.5,37.0,10.33,3.1,4.0,104.1%,129.0,133.5,658.0,40.0,10.5,4.4,1.7,4.4,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0.8,0.5,0.1,0.0,0.5,0.0
2011.0,"Hamilton, Jordan",SF,78.75,228.4,25.9,0.098,81.5,104.0,25.0,32.0,11.47,3.3,7.0,103.5%,129.0,136.0,659.0,26.0,9.9,4.4,1.8,4.3,43.2,0.7,1.8,36.2,0.1,0.2,40.0,0.4,2.0,2.4,0.8,0.1,0.1,0.6,1.0
2011.0,"Harris, Tobias",SF-PF,78.5,222.8,25.4,0.084,83.0,103.5,31.5,37.5,10.96,3.17,12.0,105.7%,135.0,141.0,656.0,42.0,11.4,5.0,1.9,4.0,46.7,0.1,0.5,26.1,1.0,1.3,81.5,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1.0
2011.0,"Jenkins, Charles",PG-SG,73.5,216.4,28.2,0.043,79.5,96.5,29.5,34.0,11.68,3.18,16.0,108.2%,126.0,130.5,642.0,51.0,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15.0,0.7,0.8,87.2,0.2,1.2,1.3,3.3,0.7,0.1,1.2,0.0
2011.0,"Johnson, JaJuan",PF,81.0,219.8,23.6,0.075,86.0,107.5,33.5,38.0,11.21,3.14,15.0,106.2%,141.0,145.5,665.0,36.0,8.3,3.2,1.5,3.4,44.6,0.0,0.0,0.0,0.2,0.3,66.7,0.6,1.1,1.6,0.2,0.1,0.4,0.4,0.0
2011.0,"Knight, Brandon",PG,73.5,176.8,23.0,0.042,78.75,98.5,29.0,37.5,10.74,3.07,10.0,107.1%,127.5,136.0,626.0,66.0,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38.0,1.6,2.1,75.9,0.5,2.7,3.2,3.8,0.7,0.1,2.6,1.0
2011.0,"Lee, Malcolm",SG,76.0,198.2,24.1,0.059,81.75,101.5,30.0,35.5,11.2,3.09,17.0,107.6%,131.5,137.0,652.0,19.0,12.8,3.3,1.2,3.1,39.0,0.1,0.5,20.0,0.7,0.9,82.4,0.5,0.9,1.4,1.6,0.4,0.2,0.9,0.0
2011.0,"Leonard, Kawhi",SF,78.0,227.4,26.3,0.054,87.0,106.0,25.5,32.0,11.45,3.15,3.0,111.5%,131.5,138.0,633.0,64.0,24.0,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,1.3,0.4,0.7,1.0
2011.0,"Leuer, Jon",PF,82.0,223.2,23.3,0.054,84.0,105.5,29.5,36.5,10.82,3.36,14.0,102.4%,135.0,142.0,655.0,46.0,12.1,4.7,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75.0,1.0,1.6,2.6,0.5,0.3,0.4,0.4,1.0
2011.0,"Mack, Shelvin",PG,73.0,209.0,27.6,0.071,79.5,96.5,32.0,39.0,11.23,3.18,17.0,108.9%,128.5,135.5,654.0,64.0,12.2,3.6,1.4,3.4,40.0,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1.4,2.0,0.4,0.0,0.8,1.0
2011.0,"Moore, E'Twaun",SG,74.5,191.4,24.2,0.076,81.5,99.5,32.0,34.5,11.12,3.31,9.6,109.4%,131.5,134.0,663.0,38.0,8.7,2.9,1.1,3.0,38.1,0.4,1.2,37.8,0.2,0.2,100.0,0.1,0.8,0.9,0.9,0.3,0.1,0.6,1.0
2011.0,"Morris, Markieff",PF,79.75,240.8,26.6,0.102,82.75,106.5,27.0,31.5,11.192,3.4,11.0,103.8%,133.5,138.0,639.0,63.0,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,4.4,1.0,0.7,0.7,1.1,1.0
2011.0,"Parsons, Chandler",SF,80.75,221.2,23.8,0.07,81.5,104.5,25.5,31.5,11.05,3.29,4.0,100.9%,130.0,136.0,629.0,63.0,28.6,9.5,3.9,8.7,45.2,1.0,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,1.0
2011.0,"Shumpert, Iman",PG-SG,76.25,221.8,26.8,0.065,81.5,99.5,36.5,42.0,11.1,3.18,18.0,106.9%,136.0,141.5,628.0,59.0,28.9,9.5,3.6,9.1,40.1,0.8,2.7,30.6,1.5,1.8,79.8,0.7,2.4,3.2,2.8,1.7,0.1,1.9,1.0
2011.0,"Singler, Kyle",SF,79.5,228.0,25.4,0.1,82.1,106.0,23.0,30.0,11.22,3.21,10.0,103.3%,129.0,136.0,590.0,82.0,28.0,8.8,3.4,7.8,42.8,0.9,2.4,35.0,1.2,1.5,80.6,1.3,2.7,4.0,0.9,0.7,0.5,1.2,1.0
2011.0,"Singleton, Chris",SF,79.75,230.2,25.4,0.074,85.0,103.5,30.5,37.5,11.33,3.09,15.0,106.6%,134.0,141.0,636.0,66.0,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,1.1,0.5,0.6,0.0
2011.0,"Smith, Nolan",PG,73.5,187.6,24.4,0.056,77.5,99.0,28.5,34.0,11.05,3.17,9.0,105.4%,127.5,133.0,653.0,44.0,12.3,3.8,1.5,4.1,37.2,0.3,1.0,28.9,0.5,0.6,71.4,0.4,0.9,1.3,1.4,0.4,0.1,0.9,0.0
2011.0,"Thomas, Isaiah",PG,68.75,186.0,27.7,0.067,73.75,91.5,31.5,40.0,10.49,3.14,13.0,107.3%,123.0,131.5,631.0,65.0,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,0.8,0.1,1.6,1.0
2011.0,"Thompson, Klay",SG,77.75,205.6,23.9,0.08,81.0,103.5,26.5,31.5,10.99,3.24,5.0,104.2%,130.0,135.0,632.0,66.0,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2.0,0.7,0.3,1.6,1.0
2011.0,"Tyler, Jeremy",PF-C,81.0,262.4,28.1,0.134,89.0,110.5,28.0,33.5,11.26,3.29,10.0,109.9%,138.5,144.0,651.0,42.0,13.5,4.9,2.1,5.0,42.1,0.0,0.0,0.0,0.7,1.2,55.8,1.3,2.0,3.3,0.4,0.4,0.5,0.9,0.0
2011.0,"Walker, Kemba",PG,71.5,184.0,25.3,0.059,75.5,91.5,32.0,39.5,10.87,3.16,7.0,105.6%,123.5,131.0,630.0,66.0,27.2,12.1,4.3,11.6,36.6,1.0,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,0.9,0.3,1.8,1.0
2011.0,"Williams, Derrick",PF-SF,79.25,248.4,27.8,0.108,85.5,108.0,29.0,34.5,11.03,3.23,19.0,107.9%,137.0,142.5,637.0,66.0,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3.0,69.7,1.2,3.5,4.7,0.6,0.5,0.5,1.2,1.0
2011.0,"Williams, Jordan",PF,79.75,247.2,27.3,0.121,84.25,106.5,25.0,30.5,12.74,3.45,10.0,105.6%,131.5,137.0,648.0,43.0,14.8,4.6,1.8,3.5,50.7,0.0,0.0,0.0,1.0,1.5,65.2,1.5,2.1,3.6,0.3,0.5,0.3,0.5,0.0
2010.0,"Aldrich, Cole",C,81.0,236.0,25.3,0.085,88.75,111.5,23.0,28.0,11.48,3.35,10.0,109.6%,134.5,139.5,693.0,18.0,7.9,1.0,0.4,0.8,53.3,0.0,0.0,0.0,0.1,0.2,50.0,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.0
2010.0,"Aminu, Al-Farouq",SF,79.25,216.0,24.2,0.082,87.25,108.5,27.0,33.5,11.29,3.3,13.0,110.1%,135.5,142.0,680.0,81.0,17.9,5.6,2.0,5.0,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.0
2010.0,"Bledsoe, Eric",PG,72.25,191.6,25.8,0.056,79.5,98.0,29.9,36.8,11.096,3.216,9.0,110.0%,132.9,139.8,675.0,81.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1.0
2010.0,"Booker, Trevor",PF,78.25,235.8,27.1,0.073,81.75,106.0,31.0,36.0,11.15,3.1,22.0,104.5%,137.0,142.0,685.0,65.0,16.4,5.3,2.1,3.9,54.9,0.0,0.0,0.0,1.0,1.6,67.3,1.5,2.4,3.9,0.5,0.5,0.7,0.6,1.0
2010.0,"Caracter, Derrick",PF,80.25,280.0,30.6,0.128,84.25,107.5,25.0,30.5,12.78,3.61,22.0,105.0%,132.5,138.0,696.0,41.0,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.1,0.2,0.5,0.0
2010.0,"Cousins, DeMarcus",C,81.5,291.8,30.9,0.164,89.75,113.0,23.5,27.5,11.4,3.55,17.6,110.1%,136.5,140.5,669.0,81.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,1.1,0.8,3.3,1.0
2010.0,"Crawford, Jordan",SG,75.0,198.4,24.8,0.049,79.0,101.0,31.5,34.5,11.03,3.37,7.0,105.3%,132.5,135.5,673.0,42.0,24.5,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,0.9,0.1,2.0,0.0
2010.0,"Davis, Ed",PF,81.0,226.6,24.3,0.1,84.0,108.0,31.0,36.0,11.7,3.21,13.6,103.7%,139.0,144.0,672.0,65.0,24.6,7.7,3.3,5.7,57.6,0.0,0.0,0.0,1.1,2.0,55.5,2.6,4.5,7.1,0.6,0.6,1.0,0.7,1.0
2010.0,"Favors, Derrick",PF,80.75,245.2,26.4,0.065,88.0,110.0,31.5,35.5,11.74,3.25,14.0,109.0%,141.5,145.5,678.0,78.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,0.4,0.9,1.0,1.0
2010.0,"George, Paul",SF,79.75,214.4,23.7,0.05,83.25,107.0,29.7,34.8,11.308,3.2600000000000002,4.0,104.4%,134.1,139.2,677.0,61.0,20.7,7.8,2.9,6.5,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,3.7,1.1,1.0,0.4,1.1,1.0
2010.0,"Harangody, Luke",PF,78.0,240.2,27.8,0.111,81.5,106.0,24.0,28.5,11.83,3.41,23.0,104.5%,130.0,134.5,687.0,49.0,13.1,3.9,1.6,4.2,38.3,0.3,1.3,24.2,0.4,0.5,73.1,0.8,2.1,2.9,0.6,0.3,0.3,0.3,0.0
2010.0,"Harris, Manny",SG,76.0,185.1,22.5,0.038,79.25,102.0,30.0,34.8,11.138,3.196,11.0,104.3%,130.0,134.8,682.0,54.0,17.3,5.9,2.0,5.4,37.4,0.6,1.7,37.0,1.3,1.7,76.3,0.7,1.9,2.6,1.6,0.6,0.1,1.2,0.0
2010.0,"Hayward, Gordon",SF,78.75,211.0,23.9,0.069,79.75,103.0,30.5,34.5,11.73,3.22,10.0,101.3%,133.5,137.5,683.0,72.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1.0,1.0
2010.0,"Hayward, Lazar",SG-SF,76.5,225.8,27.1,0.075,84.75,102.0,31.0,36.0,10.87,3.31,15.0,110.8%,133.0,138.0,691.0,42.0,10.0,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1.0,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,0.0
2010.0,"Johnson, Armon",PG-SG,74.0,195.2,25.1,0.056,80.0,99.5,31.5,38.5,11.25,3.19,18.0,108.1%,131.0,138.0,694.0,38.0,7.3,2.9,1.2,2.7,45.5,0.1,0.3,41.7,0.3,0.6,59.1,0.3,0.7,0.9,1.2,0.1,0.0,1.0,0.0
2010.0,"Johnson, Wesley",SF,78.25,206.4,23.7,0.046,85.0,106.0,32.0,37.0,11.43,3.14,16.0,108.6%,138.0,143.0,671.0,79.0,26.2,9.0,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3.0,1.9,0.7,0.7,1.2,1.0
2010.0,"Monroe, Greg",PF-C,81.75,246.6,25.9,0.112,86.25,108.5,25.0,29.0,12.1,3.35,15.0,105.5%,133.5,137.5,670.0,80.0,27.8,9.4,3.8,6.9,55.1,0.0,0.0,0.0,1.8,2.9,62.2,3.1,4.4,7.5,1.3,1.2,0.6,1.0,1.0
2010.0,"Patterson, Patrick",PF,80.0,239.6,26.3,0.053,85.25,107.0,28.5,33.5,11.14,3.25,17.0,106.6%,135.5,140.5,684.0,52.0,16.7,6.3,2.9,5.1,55.8,0.0,0.0,0.0,0.6,0.8,71.4,1.7,2.2,3.8,0.8,0.3,0.7,0.6,1.0
2010.0,"Sanders, Larry",PF-C,81.25,222.4,23.7,0.046,89.75,112.0,25.5,28.0,12.49,3.27,7.0,110.5%,137.5,140.0,686.0,60.0,14.5,4.3,1.9,4.5,43.3,0.0,0.0,0.0,0.5,0.8,56.0,1.0,2.0,3.0,0.3,0.4,1.2,0.6,1.0
2010.0,"Turner, Evan",SG,77.75,213.8,24.9,0.086,80.0,103.5,27.5,34.5,11.06,3.27,9.0,102.9%,131.0,138.0,674.0,78.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,0.6,0.2,1.0,1.0
2010.0,"Udoh, Ekpe",PF,80.75,237.4,25.6,0.08,88.5,106.5,31.0,33.5,11.15,3.29,10.0,109.6%,137.5,140.0,681.0,58.0,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.4,1.5,0.8,1.0
2010.0,"Wall, John",PG,74.75,195.6,24.6,0.056,81.25,101.5,30.0,39.0,10.84,3.14,9.0,108.7%,131.5,140.5,667.0,69.0,37.8,16.4,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,0.5,4.1,4.6,8.3,1.8,0.5,3.8,1.0
2009.0,"Ayres, Jeff",PF,80.75,239.6,25.8,0.055,85.0,107.0,31.0,35.0,11.98,3.14,15.0,105.3%,138.0,142.0,728.0,39.0,10.4,2.7,1.1,1.7,66.2,0.0,0.0,0.0,0.5,0.5,90.0,0.6,1.9,2.5,0.0,0.2,0.4,0.3,1.0
